SensorTime,Chamber_Temperature_edu,Chamber_Pressure_edu,Gas_Flow_edu,RF_Power_edu,Vacuum_Level_edu,Cooling_Water_Temperature_edu,Vibration_edu,Process_Time_edu,주요센서_A,주요센서_B,검사결과
2008-03-09 09:38:00,-0.78,-0.01,45.63,0.03,7.05,5.51,40.39,3.13,-6048.5,67.86,0
2008-03-09 14:24:00,-0.39,-0.01,26.51,0.02,16.48,3.81,16.64,0.95,-5486.25,68.38,0
2008-03-09 14:29:00,-0.97,-0.01,24.24,0.01,7.22,12.84,28.22,5.65,-5201.5,74.13,0
2008-03-09 17:22:00,5.1,-0.01,62.53,0.01,13.48,15.52,24.0,3.86,-5553.5,69.14,0
2008-03-09 18:16:00,-1.12,-0.01,45.9,0.03,21.16,12.97,6.13,4.49,-6316.75,69.61,0
2008-03-09 18:16:00,3.34,-0.01,56.71,0.02,13.84,8.67,7.21,3.13,-6394.5,72.9,0
2008-03-09 20:00:00,0.98,-0.01,63.06,0.02,22.33,10.46,5.09,3.86,-6331.25,70.6,0
2008-03-09 20:10:00,-0.67,-0.01,29.33,0.02,7.63,6.24,8.41,2.57,-6325.0,74.52,0
2008-04-09 08:01:00,-0.79,-0.01,66.94,0.03,21.58,10.26,18.03,7.05,-5728.5,74.22,0
2008-04-09 08:22:00,1.76,-0.01,45.66,0.01,21.52,8.78,3.17,5.09,-6410.75,74.13,0
2008-04-09 08:33:00,2.46,-0.01,55.78,0.01,21.45,16.1,13.58,8.94,-5487.25,73.98,0
2008-04-09 08:41:00,2.94,-0.01,42.05,0.02,14.23,8.62,5.78,3.24,-6627.25,66.73,0
2008-04-09 08:53:00,1.95,-0.01,32.35,0.01,12.94,8.78,67.94,7.27,-4685.25,67.24,0
2008-04-09 11:50:00,-1.42,-0.01,36.87,0.02,20.76,10.11,7.21,3.83,-6424.5,66.09,0
2008-04-09 14:09:00,0.25,-0.01,32.11,0.02,13.44,8.38,7.93,4.25,-5501.0,68.7,0
2008-04-09 14:11:00,1.59,-0.01,44.5,0.02,7.8,13.13,24.2,3.28,-5314.75,68.48,0
2008-04-09 14:48:00,1.18,-0.01,31.77,0.02,24.85,5.75,12.94,4.48,-5519.0,66.14,0
2008-04-09 16:30:00,-1.58,-0.01,28.67,0.02,22.57,12.03,5.59,4.66,-6492.25,71.58,0
2008-04-09 16:41:00,-0.27,-0.01,53.08,0.02,25.63,17.24,44.33,4.88,-5549.25,68.54,0
2008-04-09 16:56:00,-2.03,-0.01,200.82,0.02,11.46,11.63,35.99,9.41,-6284.25,74.18,0
2008-04-09 17:30:00,3.54,-0.01,44.15,0.02,18.73,10.6,7.38,4.36,-6338.25,66.29,0
2008-05-09 15:30:00,0.82,-0.01,35.56,0.02,57.06,12.87,29.74,5.79,-6190.0,74.54,0
2008-05-09 21:48:00,-2.58,-0.01,40.69,0.02,18.6,6.58,20.19,3.43,-5335.0,68.1,0
2008-07-09 00:08:00,3.45,-0.01,59.34,0.01,13.58,8.53,34.66,3.9,-5747.75,74.33,0
2008-07-09 00:12:00,1.05,-0.01,60.08,0.01,17.87,10.01,4.15,3.22,-5617.75,74.23,0
2008-07-09 00:49:00,3.44,-0.01,34.27,0.02,4.85,10.61,2.71,6.87,-5797.0,74.28,0
2008-07-09 10:52:00,-1.89,-0.01,78.82,0.02,24.51,10.99,10.25,3.93,-6351.25,71.4,0
2008-07-09 12:04:00,1.16,-0.01,37.33,0.02,20.65,10.98,17.75,1.98,-5532.5,74.44,0
2008-07-09 12:20:00,-0.32,-0.01,33.97,0.03,21.66,13.45,8.22,4.92,-6375.75,68.96,0
2008-07-09 13:02:00,2.16,-0.01,69.51,0.02,5.05,6.48,8.86,1.67,-5428.75,74.91,0
2008-07-09 18:02:00,-1.99,-0.01,63.56,0.02,10.52,11.35,16.18,7.09,-5685.0,71.69,0
2008-07-09 18:24:00,-0.25,-0.01,30.29,0.02,14.24,17.56,13.07,2.42,-5464.75,71.13,0
2008-07-09 18:49:00,-1.64,-0.01,47.36,0.02,22.14,7.88,13.99,6.75,-5539.5,73.7,0
2008-07-09 19:29:00,5.18,-0.01,60.1,0.02,24.17,8.2,6.92,4.46,-5458.75,73.3,0
2008-07-09 19:31:00,5.8,-0.01,36.88,0.02,6.73,7.17,5.04,4.48,-5452.75,66.82,0
2008-07-09 20:12:00,-2.37,-0.01,35.29,0.02,21.04,7.65,18.55,7.81,-5623.0,66.69,0
2008-07-09 20:50:00,5.95,-0.01,32.49,0.02,14.51,6.13,5.92,3.92,-5831.25,74.61,0
2008-07-09 23:33:00,5.5,-0.01,53.61,0.02,39.35,18.27,20.14,3.79,-5422.25,75.91,0
2008-08-09 00:32:00,4.15,-0.01,62.71,0.02,8.84,5.75,17.19,7.17,-5618.75,74.97,0
2008-08-09 01:24:00,2.76,-0.01,80.48,0.02,11.48,5.23,7.22,2.4,-6482.75,66.4,0
2008-08-09 03:32:00,-3.04,-0.01,85.9,0.02,23.38,6.64,9.48,4.77,-5789.75,66.06,0
2008-08-09 03:48:00,-1.1,-0.01,35.24,0.02,7.45,5.5,7.3,3.69,-5273.0,68.06,0
2008-08-09 04:21:00,-0.9,-0.01,18.93,0.02,18.95,10.17,7.18,5.66,-6549.25,69.37,0
2008-08-09 06:37:00,0.03,-0.01,31.74,0.02,29.21,6.91,12.51,3.91,-5469.5,73.38,0
2008-08-09 07:14:00,-2.12,-0.01,48.13,0.02,27.44,23.55,22.16,6.19,-5248.25,68.14,0
2008-08-09 07:41:00,-3.15,-0.01,14.11,0.02,7.51,5.98,3.06,2.41,-6364.75,66.38,0
2008-08-09 18:46:00,-1.42,-0.02,25.23,0.03,33.24,12.53,25.26,5.26,-5410.75,75.81,0
2008-08-09 19:14:00,0.85,-0.01,61.44,0.03,6.19,3.62,11.13,2.95,-5428.5,65.94,0
2008-08-09 19:15:00,-0.14,-0.01,37.74,0.02,67.24,5.86,13.52,5.0,-5467.75,73.36,0
2008-08-09 19:25:00,-2.0,-0.01,59.97,0.02,17.01,5.09,44.15,8.89,-6285.0,76.86,0
2008-08-09 19:33:00,0.56,-0.01,43.12,0.03,24.36,16.33,15.37,7.96,-5342.5,76.42,0
2008-08-09 20:00:00,-0.24,-0.01,57.79,0.02,20.88,12.52,8.35,4.6,-6489.25,71.29,0
2008-08-09 21:36:00,-1.71,-0.01,103.26,0.02,18.13,11.66,53.69,5.33,-5098.25,73.33,0
2008-08-09 21:53:00,-1.31,-0.01,57.83,0.03,18.55,6.61,29.15,5.82,-6301.5,71.44,0
2008-08-09 22:17:00,0.88,-0.01,87.76,0.04,71.54,10.02,12.39,3.93,-5570.25,74.29,0
2008-09-09 00:25:00,3.27,-0.0,206.22,0.01,97.46,11.63,61.68,6.93,-5636.75,67.48,0
2008-09-09 03:53:00,1.07,-0.01,52.55,0.02,11.22,9.52,7.18,2.89,-5714.25,72.38,0
2008-09-09 08:44:00,-0.18,-0.01,31.58,0.01,23.61,7.86,7.33,5.35,-5801.25,73.12,0
2008-10-09 07:26:00,3.08,-0.01,35.19,0.03,17.17,4.71,12.23,4.52,-5183.0,75.0,0
2008-10-09 09:21:00,3.67,-0.01,65.72,0.02,27.75,16.0,50.55,9.75,-4858.25,75.22,0
2008-10-09 20:52:00,4.06,-0.01,59.26,0.03,19.38,12.6,12.55,8.17,-5218.25,71.63,0
2008-10-09 20:53:00,-3.21,-0.01,69.45,0.02,16.13,10.46,1.34,4.54,-5520.25,74.3,0
2008-10-09 21:56:00,-2.12,-0.01,64.44,0.03,9.48,15.07,4.6,6.38,-5408.25,72.76,0
2008-10-09 23:30:00,0.49,-0.01,48.09,0.02,15.58,11.21,26.3,10.03,-5160.0,75.0,0
2008-10-09 23:43:00,0.34,-0.01,37.09,0.02,11.61,8.63,28.63,6.48,-5116.5,72.68,0
2008-11-09 00:17:00,1.43,-0.01,27.08,0.03,29.2,18.1,13.63,5.09,-5400.0,72.74,0
2008-11-09 05:20:00,1.82,-0.01,46.0,0.02,31.23,14.02,13.45,4.23,-5763.0,75.24,0
2008-11-09 06:04:00,0.56,-0.01,56.45,0.03,14.99,12.81,1.82,5.83,-5646.5,72.62,0
2008-11-09 07:43:00,-1.14,-0.01,73.29,0.02,21.0,22.32,10.59,5.78,-5544.25,76.36,0
2008-11-09 08:06:00,5.47,-0.01,52.34,0.03,16.54,19.02,10.06,5.87,-5310.5,75.27,0
2008-11-09 08:58:00,-4.67,-0.01,37.16,0.03,11.96,12.11,19.14,6.19,-5377.25,72.08,0
2008-11-09 09:24:00,1.27,-0.01,47.5,0.03,8.44,15.17,19.55,9.47,-5528.75,72.3,0
2008-11-09 12:47:00,1.63,-0.01,41.89,0.02,23.9,15.48,12.47,7.06,-5275.0,73.69,0
2008-11-09 13:36:00,3.14,-0.01,44.12,0.03,17.14,12.38,9.83,8.32,-5646.0,67.53,0
2008-11-09 14:20:00,1.91,-0.01,59.9,0.02,9.06,3.2,6.79,2.93,-6468.0,72.93,0
2008-11-09 14:24:00,4.4,-0.01,24.1,0.02,21.23,11.97,6.18,10.27,-5645.75,71.03,0
2008-11-09 14:31:00,2.12,-0.01,43.3,0.02,97.43,9.63,50.93,4.32,-4675.25,74.47,0
2008-11-09 15:05:00,2.39,-0.01,72.06,0.03,14.48,4.42,10.01,6.71,-5335.5,73.28,0
2008-11-09 15:08:00,1.29,-0.01,49.88,0.02,38.23,14.78,14.68,2.89,-5197.5,72.43,0
2008-11-09 16:28:00,3.9,-0.01,33.92,0.02,25.95,8.69,14.17,5.67,-5892.25,75.46,0
2008-11-09 21:13:00,-2.55,-0.01,70.91,0.02,6.81,11.94,6.67,8.31,-5322.25,72.93,0
2008-11-09 22:07:00,1.52,-0.01,37.12,0.03,44.57,11.85,5.64,8.7,-5536.5,74.69,1
2008-11-09 23:10:00,-0.87,-0.01,35.19,0.03,7.23,8.34,9.96,2.58,-5393.5,67.28,0
2008-11-09 23:48:00,1.71,-0.01,45.45,0.03,9.75,10.19,11.61,4.98,-5545.25,68.61,1
2008-12-09 05:11:00,2.2,-0.01,73.92,0.02,6.01,5.13,40.75,1.16,-6002.0,70.98,0
2008-12-09 05:55:00,2.42,-0.01,41.74,0.02,16.14,13.49,37.55,5.22,-6313.5,69.52,0
2008-12-09 06:38:00,4.96,-0.01,48.33,0.02,400.0,400.0,400.0,400.0,-1263.5,72.88,0
2008-12-09 06:41:00,1.87,-0.01,45.94,0.02,14.78,5.78,25.53,3.46,-5512.0,67.01,0
2008-12-09 06:45:00,0.74,-0.01,46.99,0.02,12.85,2.98,72.8,3.01,-4386.0,73.34,0
2008-12-09 07:21:00,1.28,-0.01,41.92,0.02,26.84,10.84,2.96,7.61,-5371.25,72.54,0
2008-12-09 07:29:00,5.53,-0.01,44.05,0.02,15.48,13.66,22.22,9.2,-5553.0,75.33,0
2008-12-09 07:38:00,-3.12,-0.01,45.95,0.02,38.76,17.99,14.44,6.42,-5352.25,67.41,0
2008-12-09 11:57:00,6.19,-0.01,62.59,0.02,11.13,6.53,19.85,3.26,-5472.0,73.68,0
2008-12-09 13:08:00,1.99,-0.01,68.27,0.02,8.51,8.29,16.84,4.83,-5611.75,75.37,0
2008-12-09 14:52:00,0.24,-0.01,57.23,0.02,23.2,12.62,12.48,4.61,-5456.75,72.86,0
2008-12-09 15:40:00,2.91,-0.01,59.11,0.02,40.38,11.9,50.11,7.83,-5196.75,75.23,0
2008-12-09 16:23:00,0.35,-0.01,42.63,0.02,20.32,12.92,20.92,5.28,-5612.5,70.01,0
2008-12-09 18:01:00,1.11,-0.01,58.54,0.03,12.81,15.78,33.7,4.52,-5867.0,75.72,0
2008-12-09 18:52:00,1.3,-0.01,19.67,0.02,10.58,9.01,27.24,5.91,-5143.5,75.09,0
2008-12-09 19:36:00,2.19,-0.01,29.7,0.02,58.3,15.17,25.54,5.81,-5611.75,73.12,0
2008-12-09 20:28:00,,-0.01,50.82,0.02,22.78,13.5,4.87,4.91,-6616.0,71.86,0
2008-12-09 21:12:00,0.18,-0.01,75.27,0.03,22.7,17.68,9.94,6.72,-5495.0,73.72,0
2008-12-09 22:25:00,0.75,-0.01,37.35,0.02,21.3,17.62,5.36,6.63,-5370.0,74.01,0
2008-12-09 22:45:00,2.55,-0.01,38.93,0.03,16.2,9.32,9.3,10.11,-5549.5,75.62,0
2008-12-09 23:28:00,-0.66,-0.01,26.05,0.02,10.12,5.89,5.42,1.92,-6417.75,73.06,0
2008-12-09 23:40:00,6.19,-0.01,53.77,0.02,11.92,6.86,14.91,6.09,-5440.25,71.47,0
2008-09-13 00:25:00,4.62,-0.01,70.26,0.02,19.23,11.79,44.22,4.48,-5563.5,74.48,0
2008-09-13 02:57:00,3.03,-0.01,34.9,0.02,7.31,7.76,6.23,7.2,-5470.25,73.57,0
2008-09-13 03:14:00,-4.21,-0.01,39.83,0.03,12.02,8.29,10.03,7.9,-5411.75,70.48,0
2008-09-13 09:19:00,6.17,-0.01,36.88,0.02,15.07,8.7,19.26,4.91,-5762.75,74.86,0
2008-09-13 10:55:00,7.32,-0.01,75.92,0.02,13.86,7.49,10.51,1.85,-5585.25,74.58,0
2008-09-13 11:42:00,4.59,-0.01,73.42,0.03,114.03,14.42,28.9,2.77,-5753.5,70.16,0
2008-09-13 11:56:00,3.23,-0.01,87.42,0.03,20.05,9.57,64.58,2.11,-4961.25,65.8,1
2008-09-13 12:48:00,6.68,-0.01,59.41,0.02,9.56,11.88,14.82,1.64,-5505.5,71.03,0
2008-09-13 14:07:00,-4.66,-0.01,42.6,0.02,12.73,7.94,6.88,4.09,-5592.75,67.99,0
2008-09-13 16:04:00,3.59,-0.01,32.63,0.03,24.05,13.87,16.19,5.4,-5578.75,70.17,0
2008-09-13 16:04:00,2.42,-0.01,43.01,0.02,14.08,9.41,8.62,4.48,-5349.75,75.43,0
2008-09-13 20:06:00,4.62,-0.01,49.53,0.02,18.57,6.23,18.36,7.71,-5714.25,71.32,1
2008-09-14 02:50:00,2.23,-0.01,49.81,0.02,23.12,7.42,9.5,8.21,-5538.0,73.48,0
2008-09-14 02:59:00,5.21,-0.01,37.35,0.02,38.84,12.16,7.13,7.81,-5466.75,73.61,0
2008-09-14 15:02:00,-0.57,-0.01,58.7,0.02,8.92,4.63,4.41,1.76,-6397.75,66.79,0
2008-09-14 15:46:00,7.03,-0.01,25.48,0.02,14.24,8.72,9.99,4.09,-5515.5,70.3,0
2008-09-14 16:34:00,2.11,-0.01,33.87,0.03,17.26,13.2,5.06,4.31,-5617.5,72.62,0
2008-09-14 17:40:00,2.2,-0.01,28.85,0.02,19.08,11.5,8.75,10.73,-5517.75,74.59,0
2008-09-14 18:27:00,4.91,-0.01,30.84,0.02,13.34,8.26,8.84,8.53,-5122.5,70.99,0
2008-09-14 18:27:00,4.81,-0.01,47.57,0.01,13.44,5.29,6.49,2.94,-6469.5,72.34,0
2008-09-14 19:13:00,4.44,-0.01,54.59,0.02,7.19,13.73,3.87,5.2,-5085.75,75.68,0
2008-09-14 20:00:00,5.62,-0.01,51.36,0.02,21.11,6.16,41.67,3.87,-4764.0,75.09,0
2008-09-14 20:43:00,2.81,-0.01,30.73,0.02,17.24,6.67,11.51,4.09,-5195.75,68.49,0
2008-09-14 20:45:00,3.95,-0.01,35.54,0.02,23.5,5.26,17.22,5.28,-5569.75,74.0,0
2008-09-14 21:31:00,3.45,-0.01,30.33,0.02,32.32,14.55,18.46,4.92,-5644.0,74.56,0
2008-09-14 23:00:00,1.34,-0.01,34.43,0.02,14.98,12.99,13.94,9.8,-5250.75,72.92,0
2008-09-15 02:04:00,,-0.01,42.4,0.01,38.85,8.92,18.0,3.71,-5334.75,69.52,0
2008-09-15 10:03:00,0.96,-0.01,51.24,0.02,14.4,12.86,11.19,6.84,-5209.0,70.9,0
2008-09-15 11:40:00,5.32,-0.01,46.32,0.02,14.57,10.33,11.61,3.16,-5392.5,73.21,0
2008-09-15 12:27:00,-2.16,-0.01,50.62,0.04,12.25,9.2,13.83,4.85,-5494.75,75.9,0
2008-09-15 16:10:00,1.76,-0.01,38.78,0.02,21.32,7.93,4.8,5.33,-5436.25,74.53,0
2008-09-15 16:59:00,1.93,-0.01,41.69,0.02,16.45,11.56,6.65,6.16,-5472.0,74.87,0
2008-09-15 19:54:00,1.23,-0.01,27.02,0.03,1.61,11.83,6.8,4.63,-5481.75,72.63,0
2008-09-15 21:56:00,5.42,-0.01,24.95,0.02,14.53,16.62,9.01,5.43,-5261.0,67.3,0
2008-09-15 22:13:00,5.08,-0.01,46.65,0.02,8.32,8.19,2.49,2.73,-6465.0,71.43,0
2008-09-15 22:45:00,5.51,-0.01,64.21,0.01,13.86,12.46,36.73,4.25,-5685.0,73.99,0
2008-09-15 22:54:00,-0.07,-0.03,13.67,0.03,27.59,11.82,7.03,4.64,-6413.25,69.22,0
2008-09-15 23:37:00,0.56,-0.01,19.23,0.02,10.93,7.38,5.16,1.93,-6515.25,67.66,0
2008-09-16 07:39:00,5.6,-0.01,49.46,0.02,12.98,13.72,11.68,2.73,-5204.0,74.12,0
2008-09-16 07:48:00,5.4,-0.01,39.39,0.03,12.75,12.21,12.24,4.13,-5416.5,75.4,0
2008-09-16 08:50:00,2.32,-0.01,48.63,0.03,17.23,7.03,8.8,3.57,-5502.0,70.7,0
2008-09-16 08:52:00,6.08,-0.01,66.02,0.02,39.03,9.41,13.28,3.94,-5543.0,75.19,0
2008-09-16 09:37:00,4.31,-0.01,29.85,0.03,20.94,16.76,7.07,5.54,-5529.25,74.03,0
2008-09-16 17:07:00,-2.35,-0.01,60.35,0.02,5.41,1.87,9.57,2.08,-5572.25,67.29,0
2008-09-16 18:09:00,1.16,-0.01,55.81,0.03,5.31,7.09,10.86,7.77,-5257.75,75.17,0
2008-09-16 18:23:00,0.58,-0.01,46.56,0.02,38.19,11.42,5.16,8.91,-5348.75,71.51,0
2008-09-16 19:34:00,6.85,-0.01,21.68,0.03,28.83,1.66,11.11,3.21,-5418.75,68.31,0
2008-09-16 19:45:00,-0.72,-0.01,26.21,0.01,6.66,5.32,14.9,6.51,-5704.5,72.34,0
2008-09-16 21:21:00,-0.22,-0.01,44.53,0.03,15.81,13.79,8.23,5.09,-5710.5,73.13,0
2008-09-16 22:45:00,5.92,-0.01,35.7,0.03,17.11,11.86,36.09,5.66,-5344.25,74.27,0
2008-09-17 02:01:00,2.42,-0.01,38.22,0.02,13.93,3.0,10.93,3.64,-5451.75,70.78,0
2008-09-17 04:23:00,13.55,-0.01,28.47,0.03,14.68,18.2,9.53,2.55,-5249.0,73.41,1
2008-09-17 07:14:00,3.09,-0.01,91.99,0.03,12.06,6.1,4.82,5.32,-5603.75,73.12,0
2008-09-17 07:28:00,-1.23,-0.01,36.78,0.02,12.63,8.64,59.38,5.66,-5662.0,68.84,0
2008-09-17 21:52:00,4.44,-0.01,113.97,0.02,6.9,14.32,12.3,4.81,-5477.5,75.76,0
2008-09-18 00:57:00,-4.61,-0.01,25.35,0.02,7.56,4.44,2.99,1.51,-6521.5,66.02,0
2008-09-18 01:40:00,1.89,-0.01,26.74,0.02,11.34,5.27,11.66,5.63,-5632.75,68.64,0
2008-09-18 01:43:00,0.45,-0.01,45.74,0.02,22.01,10.1,15.62,6.24,-5619.25,73.43,0
2008-09-18 02:01:00,-0.2,-0.01,44.4,0.02,10.34,8.46,12.05,1.96,-5619.0,72.34,0
2008-09-18 03:58:00,-3.75,-0.01,19.42,0.02,10.93,10.37,28.09,2.08,-5525.25,71.94,0
2008-09-18 03:58:00,-3.9,-0.01,27.35,0.06,18.17,12.35,14.83,7.16,-5207.25,71.66,0
2008-09-18 05:44:00,-2.81,-0.01,27.19,0.02,12.23,10.85,7.88,7.07,-5391.75,75.52,0
2008-09-18 05:58:00,-2.61,-0.01,31.71,0.02,11.77,9.0,19.78,7.62,-5621.0,75.59,0
2008-09-18 08:04:00,-2.63,-0.01,35.35,0.02,33.28,15.72,16.33,5.38,-5561.0,67.39,0
2008-09-18 10:48:00,5.47,-0.01,23.67,0.01,8.9,4.34,9.64,8.33,-5652.5,74.91,0
2008-09-18 13:48:00,0.52,-0.01,49.2,0.02,27.08,10.27,7.07,2.84,-5627.5,72.28,0
2008-09-18 17:22:00,4.4,-0.01,45.62,0.02,12.0,11.96,4.97,7.71,-5334.0,71.12,0
2008-09-18 18:12:00,0.55,-0.01,44.81,0.03,14.53,4.73,10.27,5.09,-5639.75,72.68,0
2008-09-18 18:56:00,1.44,-0.01,24.28,0.02,14.71,14.01,6.81,3.96,-5567.75,72.43,0
2008-09-18 21:12:00,-2.6,-0.01,37.35,0.03,10.47,10.45,9.47,1.2,-5819.75,70.21,0
2008-09-18 21:56:00,-4.9,-0.01,28.21,0.02,19.55,6.45,17.86,1.98,-5767.25,70.02,0
2008-09-18 23:00:00,0.76,-0.01,35.38,0.02,10.61,4.6,15.63,2.45,-5476.5,67.56,0
2008-09-18 23:05:00,-2.78,-0.01,35.79,0.03,20.25,11.0,16.58,6.49,-5345.25,69.06,0
2008-09-18 23:44:00,-2.47,-0.01,31.05,0.03,18.77,12.47,5.58,1.9,-5250.75,68.87,0
2008-09-19 00:30:00,-3.27,-0.01,31.0,0.02,20.77,11.84,8.6,4.26,-5777.0,75.36,0
2008-09-19 01:57:00,2.11,-0.01,22.57,0.02,8.55,10.91,11.73,5.87,-5327.75,70.36,0
2008-09-19 02:44:00,3.93,-0.01,60.95,0.03,13.15,9.36,14.1,2.67,-5213.0,72.58,0
2008-09-19 04:42:00,-0.53,-0.01,30.08,0.02,16.29,13.81,10.47,2.5,-5138.75,70.51,0
2008-09-19 05:33:00,-1.18,-0.01,15.59,0.02,13.5,13.17,3.33,4.82,-5406.75,75.94,0
2008-09-19 05:57:00,5.79,-0.01,28.89,0.02,10.27,4.68,10.94,2.94,-5300.5,72.87,0
2008-09-19 06:01:00,-4.97,-0.01,36.75,0.02,8.9,16.33,10.79,3.04,-5497.5,74.12,0
2008-09-19 06:44:00,-0.91,-0.01,37.61,0.02,8.37,4.73,4.17,2.48,-5398.75,73.61,0
2008-09-19 07:14:00,-3.65,-0.01,18.78,0.03,18.69,10.58,6.75,3.01,-5217.25,73.38,0
2008-09-19 07:18:00,-2.53,-0.01,37.01,0.02,16.29,8.65,15.37,4.63,-5394.75,70.31,0
2008-09-19 08:08:00,0.86,-0.01,76.79,0.02,9.05,9.11,6.69,6.36,-5397.5,67.09,0
2008-09-19 08:52:00,-3.5,-0.01,38.36,0.02,6.22,9.08,5.3,6.21,-5543.0,73.76,0
2008-09-19 09:12:00,-5.23,-0.01,35.63,0.03,109.19,8.43,15.26,3.41,-5526.0,69.92,0
2008-09-19 09:47:00,-1.79,-0.01,30.04,0.02,14.53,5.66,20.49,4.33,-5445.5,72.38,0
2008-09-19 10:45:00,1.03,-0.01,40.16,0.02,9.31,10.49,44.81,3.97,-4971.75,70.01,0
2008-09-19 11:13:00,-4.01,-0.01,41.89,0.02,20.7,12.11,52.03,5.05,-5001.0,73.77,0
2008-09-19 11:54:00,1.47,-0.01,42.91,0.02,98.68,6.7,12.41,8.22,-5368.75,65.08,0
2008-09-19 13:59:00,-1.24,-0.01,35.27,0.02,17.42,5.77,7.4,3.94,-6471.25,65.7,0
2008-09-19 15:31:00,2.48,-0.01,27.26,0.01,22.91,10.73,18.01,4.47,-5335.0,72.27,0
2008-09-19 16:40:00,0.79,-0.01,17.08,0.02,10.29,5.8,8.21,2.8,-5613.0,63.03,0
2008-09-19 16:58:00,5.66,-0.01,35.33,0.02,13.77,10.15,9.76,8.14,-5459.0,66.31,1
2008-09-19 17:47:00,-2.43,-0.01,52.67,0.02,10.23,10.17,12.02,5.34,-5398.5,69.3,0
2008-09-19 18:11:00,-1.4,-0.01,30.91,0.02,14.86,5.87,8.18,5.62,-5012.75,67.63,0
2008-09-19 18:33:00,-4.59,-0.01,45.12,0.02,17.98,8.87,24.62,2.46,-5248.25,69.87,0
2008-09-19 19:18:00,-0.33,-0.01,42.42,0.02,9.02,13.18,13.75,5.96,-5658.25,67.81,0
2008-09-19 19:29:00,2.67,-0.01,36.53,0.02,17.61,13.67,7.19,2.22,-5604.5,66.01,0
2008-09-19 20:05:00,4.98,-0.01,49.61,0.04,13.92,8.15,8.55,5.64,-5494.75,73.93,0
2008-09-19 20:07:00,-3.44,-0.01,39.01,0.03,8.34,8.81,9.75,2.95,-5549.25,73.23,0
2008-09-19 20:10:00,2.29,-0.01,45.94,0.02,19.29,7.49,15.9,11.27,-5370.75,72.48,0
2008-09-19 20:17:00,22.47,-0.01,36.32,0.03,16.23,23.91,12.36,8.23,-5573.75,72.36,0
2008-09-19 20:19:00,6.56,-0.0,80.64,0.02,13.8,8.4,16.5,4.67,-5370.25,72.49,1
2008-09-19 21:08:00,-4.62,-0.01,36.7,0.06,18.19,7.62,9.47,6.06,-5599.25,75.04,0
2008-09-19 21:09:00,5.55,-0.01,34.85,0.02,18.72,10.81,55.54,2.23,-4994.25,66.2,1
2008-09-19 21:13:00,-2.15,-0.01,41.23,0.02,20.52,9.34,15.65,5.8,-5515.0,73.13,0
2008-09-19 21:14:00,6.25,-0.01,38.42,0.04,20.59,10.73,8.45,2.18,-5738.75,72.1,0
2008-09-19 21:59:00,3.25,-0.01,34.52,0.02,9.39,17.07,15.67,4.42,-5508.75,69.06,1
2008-09-19 23:26:00,0.99,-0.01,54.18,0.02,20.57,9.51,7.63,3.21,-5580.25,75.39,0
2008-09-19 23:33:00,-3.87,-0.01,20.46,0.02,10.58,10.12,71.13,4.44,-5554.5,70.36,0
2008-09-20 00:18:00,-0.75,-0.01,57.14,0.02,21.53,13.35,12.95,5.96,-5692.5,67.76,0
2008-09-20 00:33:00,0.27,-0.01,52.35,0.03,13.83,5.31,18.05,4.07,-5834.75,70.97,0
2008-09-20 03:58:00,-5.93,-0.01,34.23,0.02,23.2,12.17,20.9,5.74,-5612.25,68.17,0
2008-09-20 04:13:00,-2.92,-0.01,12.65,0.02,19.63,12.74,8.34,4.34,-5588.0,71.21,0
2008-09-20 04:28:00,-3.74,-0.01,34.78,0.02,11.91,9.64,15.31,2.05,-5153.75,75.56,0
2008-09-20 05:22:00,-0.07,-0.01,44.1,0.02,7.88,5.72,2.27,2.58,-5365.75,70.34,0
2008-09-20 05:25:00,5.11,-0.01,43.89,0.02,13.45,11.07,8.77,4.14,-5437.0,70.12,0
2008-09-20 05:34:00,1.71,-0.01,77.83,0.02,6.23,6.71,5.69,4.21,-5007.75,76.17,0
2008-09-20 06:08:00,1.56,-0.01,27.25,0.02,17.54,3.74,14.6,3.97,-5357.5,71.43,0
2008-09-20 07:21:00,1.31,-0.01,19.83,0.02,19.88,10.82,21.74,2.62,-5031.25,63.79,0
2008-09-20 08:14:00,-1.02,-0.01,38.66,0.01,24.93,16.22,15.45,5.34,-5966.75,68.2,0
2008-09-20 10:51:00,-0.99,-0.01,24.31,0.03,20.16,14.69,3.47,6.0,-5477.5,71.54,0
2008-09-20 11:18:00,-0.92,-0.01,59.69,0.02,6.05,12.03,19.74,5.6,-5759.75,66.99,0
2008-09-20 12:20:00,-0.66,-0.01,25.75,0.02,9.67,9.35,6.26,7.54,-5622.0,62.29,0
2008-09-20 12:26:00,-0.19,-0.01,22.34,0.02,22.43,16.01,5.45,4.4,-5215.5,74.16,0
2008-09-20 12:27:00,-2.28,-0.01,45.94,0.02,15.86,4.18,17.65,2.28,-5540.5,66.87,0
2008-09-20 12:36:00,-5.93,-0.01,39.42,0.02,15.23,6.42,8.03,1.54,-6561.25,71.64,0
2008-09-20 12:57:00,5.72,-0.01,39.07,0.02,12.04,9.46,16.92,3.82,-5526.0,68.78,0
2008-09-20 14:00:00,-5.13,-0.01,47.1,0.03,9.5,9.19,18.17,6.53,-5476.25,74.11,0
